"编号","开始答题时间","结束答题时间","答题时长","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:高德 / 百度等地图软件","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:小红书","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:大众点评","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:抖音 / 短视频平台","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:携程 / 马蜂窝等旅游平台","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:微信公众号 / 当地文旅平台","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:朋友推荐","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:到达当地后随机探索","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:其他：____","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:其他：____[选项填空]","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:热门景点很多，但很难发现小众、在地的地点","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:推荐结果比较大众化，不太符合我当下的心情或状态","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:不知道这个地方“今天去是否合适”","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:很难看到最近正在发生的活动、展览、市集等","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:评论发布时间跨度大，不知道近期真实情况","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:很难判断人多不多、晒不晒、累不累、适不适合躺着休息","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:地点信息分散在不同 App，需要反复搜索","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:基本没有遇到这些问题","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:其他：____","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:其他：____[选项填空]","3.旅行时，以下因素会在多大程度上影响你“今天去哪”？:当天天气","3.旅行时，以下因素会在多大程度上影响你“今天去哪”？:当前时间 / 日落时间","3.旅行时，以下因素会在多大程度上影响你“今天去哪”？:自己当天的体力和心情","3.旅行时，以下因素会在多大程度上影响你“今天去哪”？:同行人数 / 和谁出行","3.旅行时，以下因素会在多大程度上影响你“今天去哪”？:人流量","3.旅行时，以下因素会在多大程度上影响你“今天去哪”？:当天是否有活动","4.如果有一个旅游地图可以根据“天气 + 时间 + 你的心情/体力 + 同行对象”等条件，动态推荐当天更适合去的地点，你的使用意愿如何？","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:小众海滩 / 无人沙滩","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:咖啡店 / 海边饮品店","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:本地小吃 / 海鲜 / 夜市","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:手作店 / DIY体验","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:美术馆 / 展览 / 文化空间","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:潜水 / 桨板 / 冲浪等玩水项目","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:渔村 / 市场 / 本地生活空间","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:日落点 / 夜间活动","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:适合发呆、休息、吹风的“躺平地点”","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:临时市集 / 节庆 / 快闪活动","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:其他：____","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:其他：____[选项填空]","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:今天有什么活动","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:本周有哪些展览 / 市集 / 演出","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:最近是否施工、关闭或新开放","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:当前或近期人流情况","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:最近游客的真实评价","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:日落时间 / 天气是否适合","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:近期热度变化","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:我对这些实时信息不太感兴趣","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:看其他游客最近发布的真实体验","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:看游客对地点的吐槽 / 避坑信息","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:分享自己发现的小众地点","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:发布照片和旅行碎片","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:评论其他游客的帖子","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:点赞有帮助的信息","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:收藏店铺 / 地点","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:把收藏地点整理成自己的旅行路线","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:我只想看，不太会发布","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:我对社区功能没有需求","8.你最希望这个地图优先解决什么问题？（选填）","9.您通常属于哪种旅行方式？","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","自定义字段","IP","UA","Referrer",
"75","30-Aug-2026 22:24:42","30-Aug-2026 22:26:37","115","","","C.大众点评","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","C.不知道这个地方“今天去是否合适”","","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","H.基本没有遇到这些问题","","","4","4","4","4","4","5","D.不太愿意","A.小众海滩 / 无人沙滩","B.咖啡店 / 海边饮品店","","","E.美术馆 / 展览 / 文化空间","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","","A.看其他游客最近发布的真实体验","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","","","H.把收藏地点整理成自己的旅行路线","I.我只想看，不太会发布","","无","B.情侣 / 两人","简体中文","未清洗","","中国","四川省","成都市","","171************","Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_2 like Mac OS X) AppleWebKit/536.26.8 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"74","30-Aug-2026 22:22:18","30-Aug-2026 22:24:40","142","","B.小红书","","D.抖音 / 短视频平台","","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","","","3","4","4","4","4","4","D.不太愿意","A.小众海滩 / 无人沙滩","","C.本地小吃 / 海鲜 / 夜市","","E.美术馆 / 展览 / 文化空间","","","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","K.其他：____{fillblank-q5c5}","","","","C.最近是否施工、关闭或新开放","","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","H.近期热度变化","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","A.独自旅行","简体中文","未清洗","","中国","广东省","韶关市","","120**********","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/537.73.3 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"73","30-Aug-2026 22:23:08","30-Aug-2026 22:24:39","91","","B.小红书","","D.抖音 / 短视频平台","","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","A.热门景点很多，但很难发现小众、在地的地点","","C.不知道这个地方“今天去是否合适”","","E.评论发布时间跨度大，不知道近期真实情况","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","","H.基本没有遇到这些问题","","","1","1","2","2","3","3","D.不太愿意","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","B.本周有哪些展览 / 市集 / 演出","","D.当前或近期人流情况","","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","G.日落时间 / 天气是否适合","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","B.情侣 / 两人","简体中文","未清洗","","中国","重庆市","重庆市","","113**********","Mozilla/5.0 (Linux; Android 13; M6 Note) AppleWebKit/605.2.6 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"72","30-Aug-2026 22:22:15","30-Aug-2026 22:24:39","144","","","C.大众点评","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","","","4","3","4","5","4","3","A.非常愿意","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","","C.最近是否施工、关闭或新开放","","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","H.近期热度变化","","","B.看游客对地点的吐槽 / 避坑信息","","D.发布照片和旅行碎片","E.评论其他游客的帖子","","","H.把收藏地点整理成自己的旅行路线","I.我只想看，不太会发布","","无","D.亲子 / 家庭","简体中文","未清洗","","中国","广东省","广州市","","14.********","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/610.1.15.2 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"71","30-Aug-2026 22:20:19","30-Aug-2026 22:22:17","118","","B.小红书","C.大众点评","","E.携程 / 马蜂窝等旅游平台","","G.朋友推荐","","","","A.热门景点很多，但很难发现小众、在地的地点","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","","","4","4","5","4","4","3","D.不太愿意","A.小众海滩 / 无人沙滩","B.咖啡店 / 海边饮品店","","","E.美术馆 / 展览 / 文化空间","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","","","","C.分享自己发现的小众地点","D.发布照片和旅行碎片","E.评论其他游客的帖子","","","","I.我只想看，不太会发布","","无","A.独自旅行","简体中文","未清洗","","中国","福建省","福州市","","27.*********","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/533.19.3 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"70","30-Aug-2026 22:20:25","30-Aug-2026 22:22:13","108","A.高德 / 百度等地图软件","","C.大众点评","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","","","5","5","4","4","5","5","A.非常愿意","","B.咖啡店 / 海边饮品店","","D.手作店 / DIY体验","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","","C.最近是否施工、关闭或新开放","","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","I.我对这些实时信息不太感兴趣","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","B.情侣 / 两人","简体中文","未清洗","","中国","山东省","东营市","","60.**********","Mozilla/5.0 (Linux; Android 11; M6 Note) AppleWebKit/611.1.21.1.2 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"69","30-Aug-2026 22:19:42","30-Aug-2026 22:22:13","151","","B.小红书","","D.抖音 / 短视频平台","","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","I.其他：____{fillblank-q2b2}","","3","5","4","4","3","4","C.一般","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","","G.日落时间 / 天气是否适合","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","","G.收藏店铺 / 地点","","I.我只想看，不太会发布","","无","C.朋友结伴","简体中文","未清洗","","中国","辽宁省","葫芦岛市","","112**********","Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) AppleWebKit/606.1.17.2 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"68","30-Aug-2026 22:16:53","30-Aug-2026 22:18:32","99","","B.小红书","C.大众点评","","E.携程 / 马蜂窝等旅游平台","","G.朋友推荐","","","","A.热门景点很多，但很难发现小众、在地的地点","","C.不知道这个地方“今天去是否合适”","","E.评论发布时间跨度大，不知道近期真实情况","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","","H.基本没有遇到这些问题","","","3","3","4","4","4","4","A.非常愿意","","B.咖啡店 / 海边饮品店","","D.手作店 / DIY体验","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","","G.日落时间 / 天气是否适合","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","","G.收藏店铺 / 地点","","I.我只想看，不太会发布","","无","C.朋友结伴","简体中文","未清洗","","中国","江苏省","淮安市","","49.*********","Mozilla/5.0 (Linux; Android 9; M6 Note) AppleWebKit/534.51.17 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"67","30-Aug-2026 22:16:27","30-Aug-2026 22:18:27","120","","B.小红书","","D.抖音 / 短视频平台","","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","","","3","3","4","5","5","3","D.不太愿意","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","","G.日落时间 / 天气是否适合","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","A.独自旅行","简体中文","未清洗","","中国","浙江省","宁波市","","123************","Mozilla/5.0 (Linux; Android 12; M6 Note) AppleWebKit/533.10 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"66","30-Aug-2026 22:12:41","30-Aug-2026 22:14:46","125","","B.小红书","","D.抖音 / 短视频平台","E.携程 / 马蜂窝等旅游平台","","G.朋友推荐","","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","I.其他：____{fillblank-q2b2}","","4","5","4","4","4","3","C.一般","A.小众海滩 / 无人沙滩","B.咖啡店 / 海边饮品店","","","E.美术馆 / 展览 / 文化空间","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","B.本周有哪些展览 / 市集 / 演出","","","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","H.近期热度变化","","","","C.分享自己发现的小众地点","D.发布照片和旅行碎片","E.评论其他游客的帖子","","","","I.我只想看，不太会发布","","无","C.朋友结伴","简体中文","未清洗","","中国","广东省","惠州市","","120**********","Mozilla/5.0 (Linux; Android 15; M6 Note) AppleWebKit/612.1.7.13 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"65","30-Aug-2026 22:13:09","30-Aug-2026 22:14:46","97","","","C.大众点评","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","C.不知道这个地方“今天去是否合适”","","E.评论发布时间跨度大，不知道近期真实情况","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","","H.基本没有遇到这些问题","","","5","4","5","5","4","5","C.一般","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","F.潜水 / 桨板 / 冲浪等玩水项目","","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","K.其他：____{fillblank-q5c5}","","","","C.最近是否施工、关闭或新开放","","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","H.近期热度变化","","A.看其他游客最近发布的真实体验","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","","","H.把收藏地点整理成自己的旅行路线","I.我只想看，不太会发布","","无","A.独自旅行","简体中文","未清洗","","中国","广东省","深圳市","","61.***********","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/602.2.14.0.3 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"64","30-Aug-2026 22:09:09","30-Aug-2026 22:11:12","123","","B.小红书","","D.抖音 / 短视频平台","","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","","","3","5","5","5","4","4","D.不太愿意","","B.咖啡店 / 海边饮品店","","","E.美术馆 / 展览 / 文化空间","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","","","","C.分享自己发现的小众地点","D.发布照片和旅行碎片","","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","D.亲子 / 家庭","简体中文","未清洗","","中国","广东省","潮州市","","223**********","Mozilla/5.0 (Linux; Android 9; M6 Note) AppleWebKit/606.1.24.4 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"63","30-Aug-2026 22:09:50","30-Aug-2026 22:11:12","82","","B.小红书","","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","A.热门景点很多，但很难发现小众、在地的地点","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","","","3","4","3","4","4","4","E.完全不愿意","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","","C.最近是否施工、关闭或新开放","","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","H.近期热度变化","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","","G.收藏店铺 / 地点","","I.我只想看，不太会发布","","无","E.跟团或多人活动","简体中文","未清洗","","中国","湖北省","宜昌市","","171***********","Mozilla/5.0 (Linux; Android 9; M6 Note) AppleWebKit/610.1.18.1 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"62","30-Aug-2026 22:07:01","30-Aug-2026 22:08:31","90","","B.小红书","","D.抖音 / 短视频平台","E.携程 / 马蜂窝等旅游平台","","G.朋友推荐","","","","A.热门景点很多，但很难发现小众、在地的地点","","C.不知道这个地方“今天去是否合适”","","E.评论发布时间跨度大，不知道近期真实情况","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","G.地点信息分散在不同 App，需要反复搜索","","","","1","1","1","3","1","2","B.比较愿意","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","F.潜水 / 桨板 / 冲浪等玩水项目","","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","B.本周有哪些展览 / 市集 / 演出","","D.当前或近期人流情况","","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","G.日落时间 / 天气是否适合","","","","","C.分享自己发现的小众地点","D.发布照片和旅行碎片","E.评论其他游客的帖子","","","","I.我只想看，不太会发布","","无","B.情侣 / 两人","简体中文","未清洗","","中国","上海市","上海市","","114***********","Mozilla/5.0 (Linux; Android 9; M6 Note) AppleWebKit/602.1.32.1 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"61","30-Aug-2026 22:06:41","30-Aug-2026 22:08:31","110","","","C.大众点评","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","","I.其他：____{fillblank-q1a1}","","A.热门景点很多，但很难发现小众、在地的地点","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","G.地点信息分散在不同 App，需要反复搜索","","","","4","4","3","4","3","5","E.完全不愿意","","B.咖啡店 / 海边饮品店","","","E.美术馆 / 展览 / 文化空间","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","B.情侣 / 两人","简体中文","未清洗","","中国","山东省","菏泽市","","223***********","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/534.58.2 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"60","30-Aug-2026 22:03:56","30-Aug-2026 22:06:27","151","","B.小红书","","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","A.热门景点很多，但很难发现小众、在地的地点","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","","","3","4","4","3","5","5","B.比较愿意","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","B.本周有哪些展览 / 市集 / 演出","","","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","H.近期热度变化","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","A.独自旅行","简体中文","未清洗","","中国","北京市","北京市","","221***********","Mozilla/5.0 (Linux; Android 15; M6 Note) AppleWebKit/608.1.46 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"59","30-Aug-2026 22:04:20","30-Aug-2026 22:06:26","126","A.高德 / 百度等地图软件","","C.大众点评","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","","","","A.热门景点很多，但很难发现小众、在地的地点","","C.不知道这个地方“今天去是否合适”","","E.评论发布时间跨度大，不知道近期真实情况","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","G.地点信息分散在不同 App，需要反复搜索","","","","2","1","3","1","1","2","B.比较愿意","","B.咖啡店 / 海边饮品店","","D.手作店 / DIY体验","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","","C.最近是否施工、关闭或新开放","","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","H.近期热度变化","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","B.情侣 / 两人","简体中文","未清洗","","中国","山东省","东营市","","39.**********","Mozilla/5.0 (Linux; Android 12; M6 Note) AppleWebKit/601.2.3 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
